ID,Cemetery,Year,TS,PPA,tag,Quadrant,Excavation Trench,Sq,Layer,L1 details,Feature,Offering Place,Tomb,Artifact Class,Artifact type,Proportion,"Long section (Cylindrical, biconical, barrel)","Trans section (Round, flat, rectangular)",Material gen,Material spec,Color,Color Munsell,Status (Entire/broken),Stage,"Surface traces (Chipped, Ground, Polished, Worn)",Length MAX,Length MIN,(Length A-B) - From end to centre for bicones and barrels,(Length B-C) - From end to centre for bicones and barrels,Thickness (cm),Dia MAX (cm),Length (cm),Dia MIN (cm),Width (cm),Hole Dia 1 (cm),Hole Dia 2 (cm),Perforation tech (Drilling / Pecking/ind),Drill act (Im) (Drilling actions (Impression) Single /multiple/stepped (No. steps)),Drill direct (Im) (One side / Two sides),"Drill section (Im) - Cylindrical, tapered, conical","Drill surface (Im) - Parallel striae, irregular striae, smoothed, etc.","Drill tech  (Im) - Stone drill, Ernestite drill, Solid copper, Tubular copper","Bead end 1 - Chipped, Ground, Polished","Bead end 2 - Chipped, Ground, Polished",Photo,Notes
TAG6597-AKAP-PG-SF_5224,WT1,2022,,,6597,Q3B,,,L143,,,,TB12,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.57799999999999996,,0.411,,,,,,,,,,,,,
TAG6597-AKAP-PG-SF_5225,WT1,2022,,,6597,Q3B,,,L143,,,,TB12,,Bead,,Disc,,,Faience,Light blue,,,,,,,,,,0.42599999999999999,,0.224,,,,,,,,,,,,,
TAG6597-AKAP-PG-SF_5226,WT1,2022,,,6597,Q3B,,,L143,,,,TB12,,Bead,,Disc,,,Faience,Light blue,,,,,,,,,,0.42599999999999999,,0.224,,,,,,,,,,,,,
TAG6597-AKAP-PG-SF_5227,WT1,2022,,,6597,Q3B,,,L143,,,,TB12,,Bead,,Short tubular,,,Faience,Light blue,,,,,,,,,,0.42599999999999999,,0.224,,,,,,,,,,,,,
TAG6597-AKAP-PG-SF_5228,WT1,2022,,,6597,Q3B,,,L143,,,,TB12,,Bead,,Short tubular,,,Faience,Light blue,,,,,,,,,,0.42599999999999999,,0.224,,,,,,,,,,,,,
TAG6597-AKAP-PG-SF_5229,WT1,2022,,,6597,Q3B,,,L143,,,,TB12,,Bead,,Short tubular,,,Faience,Light blue,,,,,,,,,,0.42599999999999999,,0.224,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5230,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5231,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5232,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5233,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5234,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5235,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5236,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5237,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5238,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5239,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5240,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5241,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5242,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5243,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5244,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5245,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5246,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5247,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5248,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5249,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5250,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5251,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5252,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5253,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5254,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5255,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5256,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5257,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5258,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5259,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5260,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5261,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5262,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5263,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5264,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5265,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5266,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5267,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5268,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5269,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5270,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5271,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5272,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5273,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5274,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5275,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5276,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5277,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5278,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5279,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5280,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5281,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5282,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5283,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5284,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5285,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5286,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5287,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5288,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5289,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5290,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5291,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5292,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5293,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5294,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5295,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5296,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5297,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5298,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5299,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5300,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5301,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5302,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5303,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5304,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5305,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5306,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5307,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5308,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5309,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5310,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5311,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5312,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5313,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5314,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5315,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5316,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5317,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5318,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5319,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5320,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
TAG6604-AKAP-PG-SF_5321,WT1,2022,,,6604,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.55700000000000005,,0.354,,,,,,,,,,,,,
